0.2	0	0	0
0.2002	0	0	0
0.2004	0	0	0
0.2006	0	0	0
0.2008	0	0	0
0.201	0	0	0
0.2012	0	0	0
0.2014	0	0	0
0.2016	0	0	0
0.2018	0	0	0
0.202	0	0	0
0.2022	0	0	0
0.2024	0	0	0
0.2026	0	0	0
0.2028	0	0	0
0.203	0	0	0
0.2032	0	0	0
0.2034	0	0	0
0.2036	0	0	0
0.2038	0	0	0
0.204	0	0	0
0.2042	0	0	0
0.2044	0	0	0
0.2046	0	0	0
0.2048	0	0	0
0.205	0	0	0
0.2052	0	0	0
0.2054	0	0	0
0.2056	0	0	0
0.2058	0	0	0
0.206	0	0	0
0.2062	0	0	0
0.2064	0	0	0
0.2066	0	0	0
0.2068	0	0	0
0.207	0	0	0
0.2072	0	0	0
0.2074	0	0	0
0.2076	0	0	0
0.2078	0	0	0
0.208	0	0	0
0.2082	0	0	0
0.2084	0	0	0
0.2086	0	0	0
0.2088	0	0	0
0.209	0	0	0
0.2092	0	0	0
0.2094	0	0	0
0.2096	0	0	0
0.2098	0	0	0
0.21	0	0	0
0.2102	0	0	0
0.2104	0	0	0
0.2106	0	0	0
0.2108	0	0	0
0.211	0	0	0
0.2112	0	0	0
0.2114	0	0	0
0.2116	0	0	0
0.2118	0	0	0
0.212	0	0	0
0.2122	0	0	0
0.2124	0	0	0
0.2126	0	0	0
0.2128	0	0	0
0.213	0	0	0
0.2132	0	0	0
0.2134	0	0	0
0.2136	0	0	0
0.2138	0	0	0
0.214	0	0	0
0.2142	0	0	0
0.2144	0	0	0
0.2146	0	0	0
0.2148	0	0	0
0.215	0	0	0
0.2152	0	0	0
0.2154	0	0	0
0.2156	0	0	0
0.2158	0	0	0
0.216	0	0	0
0.2162	0	0	0
0.2164	0	0	0
0.2166	0	0	0
0.2168	0	0	0
0.217	0	0	0
0.2172	0	0	0
0.2174	0	0	0
0.2176	0	0	0
0.2178	0	0	0
0.218	0	0	0
0.2182	0	0	0
0.2184	0	0	0
0.2186	0	0	0
0.2188	0	0	0
0.219	0	0	0
0.2192	0	0	0
0.2194	0	0	0
0.2196	0	0	0
0.2198	0	0	0
0.22	0	0	0
0.2202	0	0	0
0.2204	0	0	0
0.2206	0	0	0
0.2208	0	0	0
0.221	0	0	0
0.2212	0	0	0
0.2214	0	0	0
0.2216	0	0	0
0.2218	0	0	0
0.222	0	0	0
0.2222	0	0	0
0.2224	0	0	0
0.2226	0	0	0
0.2228	0	0	0
0.223	0	0	0
0.2232	0	0	0
0.2234	0	0	0
0.2236	0	0	0
0.2238	0	0	0
0.224	0	0	0
0.2242	0	0	0
0.2244	0	0	0
0.2246	0	0	0
0.2248	0	0	0
0.225	0	0	0
0.2252	0	0	0
0.2254	0	0	0
0.2256	0	0	0
0.2258	0	0	0
0.226	0	0	0
0.2262	0	0	0
0.2264	0	0	0
0.2266	0	0	0
0.2268	0	0	0
0.227	0	0	0
0.2272	0	0	0
0.2274	0	0	0
